[请求时间]: 2026-3-2 09:42:31 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/login | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"username":"admin","password":"12345678"} | [自定义内容]: -
[请求时间]: 2026-3-2 11:17:31 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:17:31 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:17:31 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:17:44 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:17:44 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:17:44 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:18:46 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/user/update | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"id":0} | [自定义内容]: "id" must be greater than or equal to 1
[请求时间]: 2026-3-2 11:18:59 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/user/update | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"id":0} | [自定义内容]: "id" must be greater than or equal to 1
[请求时间]: 2026-3-2 11:25:10 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:30:42 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:31:02 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:31:11 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:31:11 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:31:11 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:31:21 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:41:49 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:43:44 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:43:45 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:43:45 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:44:06 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/create | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"title":"测试","priority":"0","description":"11111xsasa"} | [自定义内容]: -
[请求时间]: 2026-3-2 11:44:06 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:50:22 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/login | [请求方法]: POST | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: {"username":"admin","password":"12345678"} | [自定义内容]: -
[请求时间]: 2026-3-2 11:50:25 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=2 | [请求方法]: GET | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:53:03 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=2 | [请求方法]: GET | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:53:05 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=2 | [请求方法]: GET | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:53:24 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=2 | [请求方法]: GET | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:54:09 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=2 | [请求方法]: GET | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 11:54:58 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=4 | [请求方法]: GET | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 12:00:19 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 12:02:13 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=4 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 12:02:25 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/update | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"title":"测试","priority":"4444","description":"11111xsasa","id":4} | [自定义内容]: -
[请求时间]: 2026-3-2 12:02:25 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 12:02:30 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=4 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 12:02:38 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/adultLogs?question_bank_id=4 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 12:02:40 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/adultLogs?question_bank_id=2 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 12:02:42 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/adultLogs?question_bank_id=3 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:14:46 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/login | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"username":"admin","password":"12345678"} | [自定义内容]: -
[请求时间]: 2026-3-2 14:14:46 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:14:46 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:14:47 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/login | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"username":"admin","password":"12345678"} | [自定义内容]: -
[请求时间]: 2026-3-2 14:41:29 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:41:38 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:41:38 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:41:39 | [日志级别]: INFO | [客户端IP]: - | [请求URL]: /api/user/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:41:50 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/create | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"title":"1","priority":"1","description":"222"} | [自定义内容]: -
[请求时间]: 2026-3-2 14:41:50 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:41:54 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=5 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:42:04 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/detail?id=5 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:42:33 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 14:48:50 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:45:57 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:46:11 | [日志级别]: INFO | [客户端IP]: - | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:46:15 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:46:15 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:46:16 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:46:20 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:55:09 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:55:56 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:56:18 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:56:29 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:56:29 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:56:29 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:56:37 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:56:37 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:56:37 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:57:08 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:57:30 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be greater than or equal to 1
[请求时间]: 2026-3-2 15:58:03 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be greater than or equal to 1
[请求时间]: 2026-3-2 15:58:10 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:58:11 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
[请求时间]: 2026-3-2 15:58:11 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
[请求时间]: 2026-3-2 15:58:47 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/login | [请求方法]: POST | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: {"username":"admin","password":"12345678"} | [自定义内容]: -
[请求时间]: 2026-3-2 15:58:51 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_size=10&page_no=1 | [请求方法]: GET | [浏览器]: Apifox/1.0.0 (https://apifox.com)  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:59:14 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 15:59:14 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
